;id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic;KPI;Moyenne rating;Moyenne dl;Moyenne prix;;
10353;1159218681;PulpMX 2.0;38900736;USD;1,99;46;2;3,5;3;2.8.23;12+;Sports;37;2;1;1;0,000133452;;;;82,06986608;0,15072591
10355;1159249515;謝罪会見;52836352;USD;0;0;0;0;0;1.0.1;9+;Games;37;0;1;1;1,04309E-05;;;;1;0,001836556
10356;1159273771;Ski Resort Parking Sim Ice Road Snow Plow Trucker;222243840;USD;0;167;58;4;3.5;1.0.1;4+;Games;37;5;1;1;0,000375511;;;;96,90967705;0,177980054
10358;1159290179;Vector 2 Premium;275088384;USD;1,99;99;85;4;4;1.0.6;9+;Games;37;5;1;1;0,000246106;;;;136,562563;0,250804802
10360;1159376062;HowDidiDo;21574656;USD;0;0;0;0;0;2.1;4+;Sports;37;4;1;1;1,04309E-05;;;;1;0,001836556
10362;1159410526;DurantEmoji by Kevin Durant;71644160;USD;0;200;9;4,5;4.5;1.1.0;4+;Utilities;37;5;10;1;0,000446441;;;;119,4129399;0,219308558
10367;1159611436;Just Trap;191611904;USD;0;78;23;4;4.5;1.5;4+;Games;38;5;4;1;0,000189842;;;;66,45475345;0,12204788
10374;1159900476;Where's My What? Free;390756352;USD;0;35;17;3;4.5;1.0.3;4+;Games;37;5;1;1;9,59639E-05;;;;33,9411255;0,06233478
10378;1160056295;Mobile Legends: Bang bang;187168768;USD;0;11602;191;4,5;4.5;1.1.85.1581;12+;Games;38;5;9;1;0,024232977;;;;907,2740891;1,666259724
10381;1160086118;Emojil - original emoji stamp, decoration camera;47948800;USD;0;0;0;0;0;1.2.1;4+;Photo & Video;37;0;4;1;1,04309E-05;;;;1;0,001836556
10390;1160380201;■ Square it!;76039168;USD;0;226;13;4,5;4.5;1.2.2;4+;Games;38;5;1;1;0,000500681;;;;126,9013641;0,233061469
10391;1160495350;Hidden Expedition: The Fountain of Youth (Full);902515712;USD;6,99;65;9;4;4;1.0.2;9+;Games;37;5;5;1;0,000206468;;;;190,4957109;0,349856052
10392;1160574357;青空発掘カンパニー;181370880;USD;3,99;1;1;3;3;1.00;4+;Games;38;5;1;1;5,00055E-05;;;;19,36623899;0,035567184
10395;1160662479;犯人は僕です。～露天風呂編～;59627520;USD;0;0;0;0;0;1.1.0;17+;Games;38;5;16;1;1,04309E-05;;;;1;0,001836556
10396;1160688144;Dr. Panda Toy Cars Free;357190656;USD;0;51;15;4;4.5;1.1;4+;Education;40;5;18;1;0,000133515;;;;53,91556705;0,099018961
10397;1160690385;Devil Lord: I shouldn't say that...half of world;96523264;USD;0;0;0;0;0;1.0.20;4+;Games;37;4;4;1;1,04309E-05;;;;1;0,001836556
10399;1160692648;I Have A Pen;30351360;USD;0;527;92;4,5;4.5;1.5;4+;Games;38;5;1;1;0,001128619;;;;193,5398157;0,355446721
10401;1160723843;Gems Story;106525696;USD;0;173;1;4,5;4;1.0.3;4+;Games;38;5;16;1;0,000390114;;;;111,1035628;0,204047921
10402;1160731868;Little Briar Rose;279456768;USD;2,99;7;1;3;1;1.5;4+;Games;38;5;2;1;5,62641E-05;;;;34,24956621;0,062901248
10403;1160751111;djay Pro for iPhone;79205376;USD;4,99;123;60;3,5;3.5;1.0.1;4+;Music;37;0;7;1;0,000312863;;;;195,3490201;0,358769426
10404;1161030409;MOJI TALK by DJ Khaled;31695872;USD;1,99;8;8;5;5;1.0;12+;Entertainment;37;1;1;1;6,04364E-05;;;;51,45522378;0,094500403
10409;1161122860;The Lost Shield;130360320;USD;1,99;27;14;3,5;4;1.0.2;4+;Games;40;5;4;1;9,38152E-05;;;;63,34521455;0,116337037
10410;1161136955;Extreme Trucks Simulator;474310656;USD;0;579;120;4;4.5;1.3.1;4+;Games;37;5;1;1;0,001235014;;;;180,0638378;0,330697332
10411;1161175470;脱出ゲーム 1K;58431488;USD;0;5;4;3;2.5;1.1.0;4+;Games;40;5;1;1;3,33788E-05;;;;13,85640646;0,025448067
10412;1161194581;Fit In The Hole;138645504;USD;0;506;246;4;4;1.1;4+;Games;38;5;1;1;0,001082723;;;;168,3513042;0,309186607
10413;1161231636;Escape Game: Signs;45420544;USD;0;41;41;5;5;1.0;4+;Games;40;5;2;1;0,000116826;;;;60,85744401;0,111768107
10415;1161251105;Sun - weather forecast powered by Dark Sky;4281344;USD;1,99;11;1;3;5;3.0.3;4+;Weather;37;0;1;1;5,83502E-05;;;;35,79190102;0,065733833
10416;1161267000;Beams.;100624384;USD;0,99;25;25;4,5;4.5;1.0;4+;Games;38;5;11;1;8,75567E-05;;;;62,70601873;0,115163119
10417;1161306103;【ドレ？ドコ？】脱出ゲーム感覚の謎解きパズルゲーム;37219328;USD;0;1;1;3;3;1.0.3;12+;Games;40;0;1;1;2,50341E-05;;;;8;0,014692448
10418;1161323425;TENOSEL+;78190592;USD;0;17;17;2,5;2.5;1.02;4+;Games;37;1;1;1;5,63267E-05;;;;20,31053241;0,037301431
10420;1161444237;Elf Pets® Pup — The Elf on the Shelf®;469178368;USD;0,99;10;3;4,5;5;1.0.3;4+;Games;40;5;1;1;5,62641E-05;;;;40,7867308;0,074907117
10421;1161496947;Baby Bottle Challenge - Water Bottle Flip;61094912;USD;0;152;56;3,5;3.5;3;4+;Games;38;2;1;1;0,000342132;;;;81,07022113;0,148890006
10422;1161538212;SHERMOJI - Official Richard Sherman Emoji Keyboard;44829696;USD;0,99;8;0;5;0;1.0.7;9+;Entertainment;37;5;1;1;5,41779E-05;;;;41,13196994;0,075541169
10423;1161615642;下ヨシ子の「２０１７年　あなたの流生命」;7142400;USD;1,99;0;0;0;0;1.0;17+;Lifestyle;37;0;1;1;2,28853E-05;;;;1,826497801;0,003354466
10425;1161626399;Micromon;791604224;USD;0;56;20;3,5;4;1.7;9+;Games;37;5;1;1;0,00014186;;;;49,4826637;0,090877686
10426;1161641255;Kids Shave Salon Spa Games (Boys & Girls);60314624;USD;0;3963;3963;4;4;1.0;4+;Games;40;4;1;1;0,008294621;;;;470,7380764;0,864536865
10427;1161656633;Silly Sausage: Doggy Dessert;90156032;USD;0;102;102;4,5;4.5;1.0.1;9+;Games;40;5;1;1;0,000241996;;;;85,48146847;0,156991509
10428;1161717622;DragonBox Big Numbers;197068800;USD;7,99;14;0;4;0;1.0.4;4+;Education;38;5;8;1;0,000106332;;;;96,90048827;0,177963179
10429;1161739347;Sweet Tales;111176704;USD;0;147;38;4,5;4.5;1.1.1;4+;Games;38;5;16;1;0,000335874;;;;102,4670468;0,188186475
10430;1161746000;Buzzy Bubbles;103877632;USD;0;13;13;3;3;1.1;4+;Games;38;5;1;1;5,00681E-05;;;;21,16601049;0,038872565
10433;1161836152;ZenDots 2 - One Dot’s Journey;27395072;USD;0;54;30;3,5;4;1.2;4+;Games;37;5;1;1;0,000137687;;;;48,60679513;0,089269104
10438;1162087330;Hat Trick Shots;35524608;USD;0;197;168;4;4;1.1;4+;Games;38;5;1;1;0,000438096;;;;105,2071123;0,193218759
10439;1162255664;SMILE Inc.;137533440;USD;0;25859;839;5;4.5;1.11;12+;Games;37;5;1;1;0,053977621;;;;1510,091709;2,773368075
10444;1162719828;gogogo;7212032;USD;0;0;0;0;0;1.0;4+;Shopping;38;0;2;1;1,04309E-05;;;;1;0,001836556
10445;1162783385;Cannonfire Concerto;25586688;USD;3,99;19;19;5;5;1.0.0;12+;Games;38;5;1;1;9,59013E-05;;;;101,6621666;0,186708268
10446;1162794046;Empyrean;42916864;USD;5,99;29;11;4,5;4.5;1.0.1;12+;Games;38;5;1;1;0,000127194;;;;134,4238828;0,246876996
10447;1162838832;Saga of the North Wind;40674304;USD;5,99;36;1;4,5;5;1.1.0;12+;Games;38;5;1;1;0,000141797;;;;149,2851712;0,274170585
10449;1162914044;GE's eddie;14125056;USD;0;0;0;0;0;2.2;4+;News;37;4;1;1;1,04309E-05;;;;1;0,001836556
10451;1163113876;Water Bottle Flip Challenge: Flippy Bottle Diving;40116224;USD;0;362;362;4,5;4.5;1.1;4+;Games;40;2;1;1;0,000784401;;;;160,4747377;0,294720851
10453;1163313156;VERSUS: The Elite Trials;29697024;USD;3,99;62;62;4,5;4.5;1.0.0;12+;Games;38;5;1;1;0,000183521;;;;161,8374164;0,297223487
10454;1163372874;Vandermojis by Lisa Vanderpump;10967040;USD;1,99;12;1;2;1;1.0.3;12+;Entertainment;37;4;1;1;5,62641E-05;;;;26,00114051;0,047752552
10455;1163404732;Jordan Keyboard;34557952;USD;0;49;6;3,5;5;1.0.3;4+;Utilities;37;0;1;1;0,000127257;;;;46,34476074;0,085114751
10456;1163470174;ON-SEN - escape game -;101600256;USD;0;14;9;4;4;1.2;4+;Games;38;5;1;1;5,63267E-05;;;;28,95730463;0,053181713
10464;1163621234;Flip King;81882112;USD;0;72;44;4;4;1.1;9+;Games;37;5;8;1;0,000177325;;;;63,88132794;0,11732164
10466;1163668736;One Touch Camera Recording & Capture in HD;1327104;USD;1,99;7;2;1,5;1;1.2;4+;Productivity;37;0;1;1;4,3747E-05;;;;16,24011716;0,029825886
10468;1163675628;仙侠剑客—大型3D精品ARPG动作神作;179085312;USD;0;0;0;0;0;1.1;9+;Games;40;5;0;1;1,04309E-05;;;;1;0,001836556
10469;1163684161;RETSNOM;283760640;USD;0,99;2;2;5;5;1.01;9+;Games;37;5;3;1;4,16609E-05;;;;23,74755392;0,043613714
10471;1163706727;Babaji;23000064;USD;0,99;0;0;0;0;1.0;4+;Utilities;37;2;9;1;1,66268E-05;;;;1,46005492;0,002681473
10473;1163777816;Solitaire One;47924224;USD;0;1740;158;4,5;4.5;1.0.3;4+;Games;37;3;1;1;0,003659146;;;;351,4412601;0,645441575
10474;1163850915;Clown Spotter - Find Clowns Around You;26049536;USD;0;34;9;2,5;2.5;2.0;9+;News;37;4;1;1;9,17916E-05;;;;28,32168431;0,052014361
10475;1163925890;Shoutrageous! - The Addictive Game of Lists;32848896;USD;0;60;14;4,5;4.5;2.0.1;17+;Games;37;0;1;1;0,000154377;;;;65,78369738;0,120815448
10477;1163963306;オトナの教科書〜学校じゃ教わらない裏教育クイズ(画像付き)〜;42959872;USD;0;0;0;0;0;1.0.0;9+;Games;37;0;2;1;1,04309E-05;;;;1;0,001836556
10479;1163971418;MalkinMoji by Evgeni Malkin;60633088;USD;0,99;33;2;3,5;5;1.21;9+;Sports;37;0;1;1;0,000100074;;;;55,79872723;0,10247749
10480;1163984902;妖萌战姬HD - 日系二次元萌娘卡牌手游;211287040;USD;0,99;0;0;0;0;1.0.4;17+;Games;40;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10482;1163993025;Escape from the Bears of the student council room.;95901696;USD;0;0;0;0;0;1.0.6;4+;Games;38;5;1;1;1,04309E-05;;;;1;0,001836556
10483;1164013670;Super Jabber Jump;146922496;USD;0;612;76;4,5;4.5;2.3.3006;4+;Games;37;5;1;1;0,001305944;;;;208,5372293;0,382990312
10487;1164046790;Epic Battle Simulator;125122560;USD;0;1647;44;4,5;4.5;1.5.10;9+;Games;38;5;1;1;0,003465132;;;;341,9258739;0,627966035
10489;1164147984;unWorded;350912512;USD;3,99;10;10;4;4;1.0;9+;Games;40;5;1;1;7,29534E-05;;;;60,02942012;0,110247395
10491;1164374667;Escape Game: Red room;104137728;USD;0;5;3;3;2.5;1.1.0;4+;Games;40;4;1;1;3,33788E-05;;;;13,85640646;0,025448067
10492;1164376202;Flirty Emoji Pro with Stickers Pack for Texting;39568384;USD;1,99;238;230;3,5;3.5;1.2;17+;Utilities;37;2;2;1;0,000533998;;;;185,069029;0,339889646
10493;1164377822;GETだぜ！じゃねーよｗ for ポケモン;60770304;USD;0;0;0;0;0;1.0;12+;Games;37;4;1;1;1,04309E-05;;;;1;0,001836556
10494;1164385183;Escape a Halloween Candy Shop;36245504;USD;0;0;0;0;0;1.0.1;4+;Games;40;0;2;1;1,04309E-05;;;;1;0,001836556
10501;1164423068;Feelca B&W;51673088;USD;0,99;26;1;3;1;1.4.7;4+;Photo & Video;37;0;4;1;8,33843E-05;;;;42,9166746;0,078818879
10502;1164424437;Our dark lord-Sasuyu 2-TAP RPG;65501184;USD;0;35;9;4,5;4.5;1.2.0;4+;Games;37;5;4;1;0,000102222;;;;50,53643617;0,092812998
10504;1164439637;Race Driving School Car Racing Driver License Test;321210368;USD;0;37;25;3,5;3.5;1.0.3;4+;Games;37;5;1;1;0,000102222;;;;40,40242572;0,07420132
10505;1164468822;Shell by Bellabeat - Baby Heartbeat Listener;58326016;USD;0;587;14;3;1.5;1.13;4+;Lifestyle;25;0;1;1;0,001247531;;;;137,1714256;0,251923013
10508;1164484325;iLocks - New Lock Screen Wallpapers for iPhone;39067648;USD;1,99;24;24;1;1;1.0;4+;Entertainment;38;0;1;1;7,71258E-05;;;;21,7208418;0,039891544
10509;1164492728;LVL;94370816;USD;1,99;284;2;4,5;5;1.1.4;4+;Games;38;5;11;1;0,000634134;;;;259,7137514;0,476978863
10510;1164512642;Sago Mini Holiday Trucks and Diggers;116524032;USD;0;56;56;4,5;4.5;1.0;4+;Education;38;5;1;1;0,000146032;;;;63,59028768;0,116787128
10513;1164765952;Dungeon Witcher;102876160;USD;0;5;3;2,5;3.5;1.2.0;12+;Games;40;5;0;1;3,12926E-05;;;;11,72629136;0,021535991
10516;1164801111;AutoSleep. Auto Sleep Tracker for Watch;7802880;USD;2,99;979;368;4,5;4.5;4.0.1;4+;Health & Fitness;13;0;9;1;0,002090282;;;;564,4188277;1,036586817
10522;1164891129;We’re Going on a Bear Hunt;167348224;USD;2,99;3;3;3,5;3.5;1.0.3;4+;Games;37;5;13;0;5,00055E-05;;;;28,05955185;0,05153294
10524;1164956679;BRICEMOJI Brice de Nice;72006656;USD;0,99;0;0;0;0;1.0.2;4+;Entertainment;37;0;1;1;1,66268E-05;;;;1,46005492;0,002681473
10525;1165109912;WitchSpring2;956569600;USD;3,99;17;9;4,5;5;1.36;9+;Games;37;5;4;1;8,96428E-05;;;;86,50573779;0,158872637
10528;1165315677;My First Crush - High School Love;131100672;USD;0;710;157;4,5;4.5;1.1;4+;Games;38;5;11;1;0,001510389;;;;224,5888349;0,412469985
10529;1165326780;激突!!10円玉ドッカンバトル -最強AIに勝てる？-;26492928;USD;0;0;0;0;0;1.0.3;4+;Games;37;0;1;1;1,04309E-05;;;;1;0,001836556
10530;1165352759;脱出ゲーム 学校の七不思議 -恐怖からの脱出-;185636864;USD;0;0;0;0;0;1.0.4;12+;Games;37;5;1;1;1,04309E-05;;;;1;0,001836556
10531;1165391697;Crazy Clown Chase;21992448;USD;0;778;191;4;4;1.26;9+;Games;38;5;4;1;0,001650162;;;;208,6801952;0,383252876
10533;1165482016;Let Go and Let God - Doreen Virtue;72539136;USD;4,99;19;1;4;1;1.1;4+;Lifestyle;37;4;1;1;9,79875E-05;;;;89,49777852;0,164367687
10534;1165525994;PhotoScan - scanner by Google Photos;71370752;USD;0;1421;268;4,5;5;1.4.1;4+;Photo & Video;25;0;36;1;0,002993657;;;;317,6165763;0,583320647
10535;1165924249;Monkey;68677632;USD;0;3060;122;4;3.5;2.1.1;12+;Social Networking;37;0;1;1;0,006410807;;;;413,6606121;0,759710903
10536;1166063194;おわかりいただけただろうか心霊写真で最恐ホラー体験;67638272;USD;0;0;0;0;0;1.0.1;12+;Entertainment;40;0;1;1;1,04309E-05;;;;1;0,001836556
10540;1166165827;The Rocky Horror Picture Show Emojis;55424000;USD;1,99;0;0;0;0;1.0.3;17+;Entertainment;37;4;1;1;2,28853E-05;;;;1,826497801;0,003354466
10542;1166225107;My Town : Cinema;230627328;USD;2,99;49;39;4;4.5;1.01;4+;Education;37;5;1;1;0,000148056;;;;113,1703347;0,207843664
10543;1166398861;秘密の関係はじめました メッセージ風恋愛ゲーム;114686976;USD;0;0;0;0;0;1.0.9;9+;Games;37;3;4;1;1,04309E-05;;;;1;0,001836556
10551;1166596707;Fitness Girl - Dance and Play at the Gym;268526592;USD;0;913;134;4,5;4.5;1.4.1;4+;Games;38;5;11;1;0,001933882;;;;254,6399027;0,467660456
10554;1166863768;Dumber League;42499072;USD;0,99;7;0;4,5;0;1.2;4+;Games;40;5;3;1;5,00055E-05;;;;34,7830409;0,063881004
10555;1166974799;CATCHY Photos-Easter Bunny, Tooth Fairy and more..;81744896;USD;0;228;32;1,5;1.5;1.55;4+;Photo & Video;37;2;1;1;0,000492337;;;;47,5710516;0,087366903
10561;1167445841;Advent Magnificat Companion 2016;53123072;USD;1,99;1;1;5;5;1.0.1;4+;Book;37;4;3;1;4,58332E-05;;;;24,25622511;0,044547917
10563;1167651042;Demi Lovato - Zombarazzie Adventure;87374848;USD;0;690;136;5;4.5;1.4;4+;Games;37;5;0;1;0,001470751;;;;246,8471325;0,453348596
10565;1167873588;777游戏厅-2017超人气掌上游戏厅;102120448;USD;0;0;0;0;0;1.1.0;17+;Games;40;5;1;1;1,04309E-05;;;;1;0,001836556
10568;1168110506;脱出ゲーム Toilet;11815936;USD;0;0;0;0;0;1.0.0;4+;Games;38;0;1;1;1,04309E-05;;;;1;0,001836556
10569;1168235182;诛妖奇遇-3D仙侠恋爱网游年度巨献(浪漫回合);187552768;USD;0,99;0;0;0;0;1.1;9+;Games;38;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10570;1168304142;Keepy Ducky;434906112;USD;0;1083;46;4,5;4.5;1.4;4+;Games;37;5;1;1;0,002288531;;;;277,3115785;0,509298259
10571;1168399577;Sonia Tlev;50384896;USD;0;0;0;0;0;1.0.2;4+;Health & Fitness;37;0;6;1;1,04309E-05;;;;1;0,001836556
10573;1168504893;懸賞ソリティア-懸賞応募でギフト券が稼げるソリティア！-無料懸賞ゲーム;35679232;USD;0;0;0;0;0;1.0.1;17+;Games;38;0;2;1;1,04309E-05;;;;1;0,001836556
10574;1168507191;大人の納車ゲーム-四角いアタマを丸くする脳トレパズル;39596032;USD;0;0;0;0;0;1.0.2;4+;Games;37;3;2;1;1,04309E-05;;;;1;0,001836556
10575;1168567265;Monster Zombie Plague War - Virtual Reality (VR);217378816;USD;0;12;2;4;5;2.0.0;17+;Games;38;5;1;1;5,21543E-05;;;;26,95778353;0,049509481
10576;1168593601;２ちゃんねる for iPhone;21508096;USD;0;0;0;0;0;3.0;17+;News;37;0;1;1;1,04309E-05;;;;1;0,001836556
10577;1168645184;Sago Mini Puppy Preschool;139482112;USD;2,99;15;15;4;4;1.1;4+;Education;38;5;1;1;7,71258E-05;;;;64,01880886;0,117574131
10579;1168920959;梦幻仙途-经典之余又大搞趣味创新（回合制）;187687936;USD;0,99;0;0;0;0;1.0;9+;Games;38;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10582;1168960919;Golden Lotus Slots;111412224;USD;0;0;0;0;0;1.1.0;17+;Games;37;5;3;1;1,04309E-05;;;;1;0,001836556
10583;1168981143;借金あるからギャンブルしてくる;63654912;USD;0;0;0;0;0;1.5;17+;Games;37;0;1;1;1,04309E-05;;;;1;0,001836556
10587;1169297765;Fantasy Princess - Girls Makeup & Dress Up Games;97917952;USD;1,99;3;3;3,5;3.5;9999.1.1;4+;Games;40;5;1;1;4,3747E-05;;;;23,94224064;0,043971267
10588;1169325682;Bestshot: Take Clear Photos Automatically & Easily;24675328;USD;0,99;0;0;0;0;2.0.2;4+;Photo & Video;37;0;2;1;1,66268E-05;;;;1,46005492;0,002681473
10594;1169417102;ミリオン行進曲;196380672;USD;4,99;1;1;3;3;1.02;4+;Games;38;5;1;1;5,62641E-05;;;;21,41286305;0,039325923
10600;1169530248;Waiit;133295104;USD;0;35;21;3,5;3;1.0.2;4+;Games;37;4;1;1;9,80501E-05;;;;39,32483351;0,072222261
10601;1169545955;Juju on the Beat;34719744;USD;0;2772;2495;3,5;3.5;1.4;4+;Games;37;3;1;1;0,005807904;;;;345,1362508;0,633862072
10603;1169836224;Balvinmoji;7344128;USD;0,99;22;1;5;5;1.1;12+;Entertainment;37;0;1;1;8,33843E-05;;;;65,75399935;0,120760906
10609;1169971902;Hey Duggee: We Love Animals;136347648;USD;2,99;0;0;0;0;1.2;4+;Games;40;5;1;1;2,91438E-05;;;;2,140597888;0,003931328
10611;1170155524;Wall Switch;46997504;USD;0;19;19;4;4;1.0;4+;Games;38;5;1;1;6,67575E-05;;;;33,43701525;0,061408953
10613;1170260363;Wavemoji;16411648;USD;1,99;3;3;5;5;1.0;12+;Entertainment;37;0;1;1;5,00055E-05;;;;34,30348252;0,063000269
10614;1170329495;Cubed Rally World;67192832;USD;0;14;9;4,5;4.5;1.2.0;4+;Games;37;5;1;1;5,84128E-05;;;;32,62112928;0,059910533
10618;1170395210;Room Escape Game - Pictures Room Esacpe;88484864;USD;0;6;2;5;5;1.1;4+;Games;40;0;1;1;4,38096E-05;;;;24,84494748;0,045629139
10621;1170406182;Shark Boom - Challenge Friends with your Pet;245415936;USD;0;0;0;0;0;1.0.9;4+;Games;38;5;1;1;1,04309E-05;;;;1;0,001836556
10624;1170455562;迷你世界-国产精品沙盒联机生存建造游戏;106102784;USD;0;5;0;3,5;0;0.16.3;4+;Games;38;5;2;1;3,54649E-05;;;;16,05429605;0,029484615
10627;1170744152;Boycott Trump Biz;6972416;USD;0,99;14;5;3,5;4;2.0;4+;News;37;1;1;1;6,04364E-05;;;;37,06213757;0,068066693
10636;1171015241;Sally's Law;392790016;USD;0,99;8;0;4;0;1.0.86;4+;Games;38;5;4;1;5,00055E-05;;;;32,74937017;0,060146054
10639;1171021623;無料で音楽や写真・カメラの裏技アプリ for iPhone7;31080448;USD;0;0;0;0;0;1.1;4+;Reference;37;0;2;1;1,04309E-05;;;;1;0,001836556
10643;1171039301;Italian Emoji -  Italian Emojis, Stickers and Gifs;80857088;USD;1,99;28;5;3;3.5;1.7;12+;Utilities;37;0;1;1;9,38152E-05;;;;55,64077131;0,102187396
10646;1171089247;别动我学姐-校园格斗巅峰之作;290577408;USD;0;0;0;0;0;1.0.0;9+;Games;38;5;1;1;1,04309E-05;;;;1;0,001836556
10647;1171093849;MonPetitGazon;19794944;USD;1,99;0;0;0;0;1.5.0;9+;Sports;37;3;1;1;2,28853E-05;;;;1,826497801;0,003354466
10652;1171329625;Dinosaur Planet;144868352;USD;0;0;0;0;0;9.12.0000;4+;Education;38;5;12;1;1,04309E-05;;;;1;0,001836556
10653;1171330617;江湖侠客录－武侠迷必玩单机手游;49906688;USD;0,99;0;0;0;0;4.58;12+;Games;40;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10655;1171332633;NashMoji ™ by Nash Grier;61317120;USD;0,99;24;11;5;5;1.0.1;9+;Entertainment;37;0;1;1;8,75567E-05;;;;68,55328323;0,125901948
10656;1171367187;LINE BLOG;101159936;USD;0;0;0;0;0;1.5.0;12+;Social Networking;37;0;1;1;1,04309E-05;;;;1;0,001836556
10662;1171552390;MacMoji ™  by Conor McGregor;69789696;USD;1,99;223;30;5;5;1.2.1;9+;Entertainment;37;0;1;1;0,000508963;;;;256,7037575;0,471450841
10663;1171558918;Spiral Tower;142680064;USD;0;78;78;4;4;1.0;4+;Games;38;5;1;1;0,000189842;;;;66,45475345;0,12204788
10664;1171578327;大话问仙 - 与众不同的萌派仙侠回合游戏体验(送神器);187321344;USD;0;1;1;5;5;1.0;9+;Games;38;5;1;1;3,33788E-05;;;;13,28018304;0,024389801
10669;1171635060;琅琊天下 - 原著改编单机武侠角色扮演RPG;122763264;USD;0;0;0;0;0;2.0;9+;Games;37;5;1;1;1,04309E-05;;;;1;0,001836556
10672;1171663655;BoycottTrump;7025664;USD;0;601;8;3;3;2.0.3;4+;Lifestyle;37;0;1;1;0,001276737;;;;138,7948126;0,254904454
10680;1171814682;Paper.io;281393152;USD;0;24097;4469;4;4.5;2.8;4+;Games;37;4;1;1;0,050297613;;;;1160,654623;2,131607277
10682;1172033149;脱出ゲーム - Solid - 無機質な部屋からの 脱出;76563456;USD;0;1;1;4;4;1.2.1;4+;Games;37;5;1;1;2,92064E-05;;;;10,57371263;0,019419216
10683;1172048554;天神决-创新仙侠手游;165749760;USD;0;0;0;0;0;1.0.3;9+;Games;38;5;1;1;1,04309E-05;;;;1;0,001836556
10691;1172155464;胜者为王-多人同时在线PK传奇类手机网游！;250616832;USD;0,99;0;0;0;0;1.0.1;9+;Games;38;0;1;1;1,66268E-05;;;;1,46005492;0,002681473
10693;1172179917;Replica : A Little Temporary Safety;127227904;USD;1,99;35;19;4,5;4.5;1.2;12+;Games;37;5;1;1;0,000114677;;;;92,30468952;0,169522737
10695;1172449400;ネイティブ1000人と作った英会話～日常英会話編～;51174400;USD;12,99;0;0;0;0;1.0.1;4+;Education;37;5;1;1;9,1729E-05;;;;4,267757586;0,007837976
10696;1172627190;Juju on that Beat Challenge;41964544;USD;0;10;3;4;5;1.1;4+;Games;40;0;1;1;4,7982E-05;;;;24,79755419;0,045542098
10697;1172660336;ImpossibleGO! - You can't clear;170200064;USD;0;0;0;0;0;1.0.1;4+;Games;38;3;1;1;1,04309E-05;;;;1;0,001836556
10704;1172884808;Haunted Rooms: Escape VR Game for Google Cardboard;479346688;USD;0;60;10;4,5;3.5;2.0;12+;Games;40;5;1;1;0,000154377;;;;65,78369738;0,120815448
10711;1173333213;ContactsXL 2017;16477184;USD;1,99;20;6;4;4;1.9;4+;Productivity;37;5;5;1;8,12981E-05;;;;62,5808282;0,114933199
10712;1173335667;脱出ゲーム 謎解き部屋からの脱出;17112064;USD;0;1;1;2;2;1.0.0;4+;Games;38;0;1;1;2,08617E-05;;;;5,583629155;0,010254648
10714;1173380979;IQ200 - If you can clear all stage;143289344;USD;0;1;1;2;2;1.0.1;4+;Games;38;3;1;1;2,08617E-05;;;;5,583629155;0,010254648
10716;1173383977;修仙侠侣-正统中国风仙侠新作;150490112;USD;0;0;0;0;0;1.0;9+;Games;40;5;0;1;1,04309E-05;;;;1;0,001836556
10717;1173385518;逍遥修仙-掌上360度自由视角经典仙侠动作游戏;148481024;USD;0;0;0;0;0;1.0;9+;Games;40;5;0;1;1,04309E-05;;;;1;0,001836556
10718;1173388188;修仙幻想-经典萌系回合;187419648;USD;0,99;0;0;0;0;1.0;4+;Games;38;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10720;1173396715;挂机三国-最强挂机游戏;105127936;USD;0,99;0;0;0;0;1.3.40;17+;Games;40;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10727;1173451691;Kendall KMoji;70244352;USD;0,99;11;0;4,5;0;1.1;4+;Entertainment;37;0;1;1;5,83502E-05;;;;42,60035095;0,078237933
10730;1173455771;BLW Slow Cook Recipes;37238784;USD;3,99;0;0;0;0;2.4;4+;Lifestyle;37;5;1;1;3,54023E-05;;;;2,420779874;0,004445898
